vid_ID,frame_num,task_var,event,huj_0,huj_1,huj_2
xhXThd33-cM,2256,a,COVID test,72,55,42
gtYImU6ELks,2242,a,COVID test,87,100,97
HgxExb4Ig5A,2047,a,wedding,4,1,3
0n3gVXmbG-I,25099,a,wedding,92,100,100
aFJ7U95QQx4,4970,a,wedding,91,89,88
fbY7HoJgtMQ,2839,a,wedding,77,85,42
gpvZPb_lUNU,5112,a,wedding,1,1,5
4qpTg5E1Xok,4655,a,wedding,3,2,94
ChnkhihFLrI,2825,a,COVID test,6,51,0
14mRmD8zHOk,784,a,COVID test,15,83,56
oh0gHw8JCRk,1768,a,COVID test,21,53,46
U1mlCwQkNsE,3689,a,COVID test,13,30,2
FxAD8xt0WiM,4392,a,COVID test,3,2,3
9WayjX6vCdk,2848,a,COVID test,51,89,100
N83_Oe-yJU8,0,a,medical procedure (other than COVID test),0,3,5
_VOXeUDJf9I,100,a,medical procedure (other than COVID test),2,2,10
0mzkqSEk-tw,762,a,medical procedure (other than COVID test),2,3,56
dITPg8jZegc,4320,a,medical procedure (other than COVID test),17,29,100
0KmTzoa18XQ,161,a,medical procedure (other than COVID test),1,4,25
PeQhZpfuEx0,2438,a,medical procedure (other than COVID test),1,44,97
_E4w1_WoqEc,2220,a,medical procedure (other than COVID test),5,54,18
cIuGwaBFX8I,1290,a,medical procedure (other than COVID test),65,76,47
ckwUrjccl1U,4611,a,medical procedure (other than COVID test),5,69,79
PAfdeTlwa7s,2070,a,medical procedure (other than COVID test),4,15,25
co8sDzBuUqI,1264,a,medical procedure (other than COVID test),4,22,9
fmPTpwdHqa4,0,a,medical procedure (other than COVID test),6,1,14
cMyKA8oVgdQ,1300,a,parade,3,5,1
Mwq_a5R-iLY,1060,a,parade,96,100,100
eYWFkMZhvEo,2822,a,parade,77,95,2
uf6jIXtHQ8c,1020,a,parade,95,73,100
tS3U1j-YFLw,705,a,parade,63,52,1
YWcPcm7tgIw,900,a,parade,88,78,100
banner28,116,a,protest,53,100,100
banner01,3276,a,protest,81,100,94
banner02,3325,a,protest,3,1,0
banner44,2871,a,protest,54,100,49
banner45,0,a,protest,2,1,2
banner50,28,a,protest,91,100,97
aoz22H-Kii8,1104,a,COVID test,2,100,68
gtYImU6ELks,3186,a,COVID test,30,98,100
BoHNtTQGnsU,648,a,COVID test,3,15,4
LCW07ojT-Ak,258,a,COVID test,2,20,13
hDma7N2a3m4,282,a,COVID test,1,17,5
HLIcL6FZ_8M,89,a,COVID test,3,1,8
BK_CKC5lw6I,1870,a,wedding,97,100,100
GPRS1QbPtj4,504,a,wedding,96,100,100
4nAse9fEOww,18608,a,wedding,97,99,97
4qpTg5E1Xok,4123,a,wedding,78,85,100
aZFwRcv5--8,24684,a,wedding,96,100,95
46xhFCXBMJs,8673,a,wedding,83,86,91
DST89EJIPzI,4165,a,medical procedure (other than COVID test),5,47,10
Ed_AMtyvreU,2940,a,medical procedure (other than COVID test),4,14,8
_VOXeUDJf9I,250,a,medical procedure (other than COVID test),5,14,13
eVBD7TQLS-E,360,a,medical procedure (other than COVID test),6,90,40
bGElL___Dz0,1088,a,medical procedure (other than COVID test),4,6,10
DWyUaFsyd-g,336,a,medical procedure (other than COVID test),92,77,98
gAm5bIhCD2M,1391,a,birthday party,48,67,100
a4XhrObLzkM,10017,a,birthday party,67,63,49
gl_ulT-BbLw,33300,a,birthday party,5,9,2
CTogUTHyO9M,3388,a,birthday party,3,15,3
GUXGq5NlBOQ,5495,a,birthday party,7,0,0
ERna-mPqw8M,120,a,birthday party,36,33,65
banner27,4440,a,protest,90,100,100
banner38,1495,a,protest,79,100,99
banner25,84,a,protest,85,100,88
banner34,3584,a,protest,79,100,20
banner28,3016,a,protest,65,100,67
banner47,3420,a,protest,66,100,83
Gwz0Z1qY5Wc,1859,a,wedding,71,100,100
9tGS3c1Ja6o,162,a,wedding,39,12,2
HgxExb4Ig5A,2403,a,wedding,73,89,100
aFJ7U95QQx4,710,a,wedding,6,18,42
aOOJepvncBE,8316,a,wedding,16,43,1
Bp8t824h5NE,0,a,wedding,6,1,1
pLaAp_O1eFo,2346,a,parade,98,100,93
fNu-RiZEhqk,2096,a,parade,99,100,89
Mvz1Eva2TPU,670,a,parade,97,100,0
ygOY3PDSpfM,720,a,parade,20,19,77
RjyFJj1K9gU,1200,a,parade,6,10,2
LyPzt5BhIEU,2550,a,parade,10,49,1
DST89EJIPzI,833,a,medical procedure (other than COVID test),90,89,98
ckwUrjccl1U,1113,a,medical procedure (other than COVID test),27,26,12
cIuGwaBFX8I,473,a,medical procedure (other than COVID test),30,65,52
4mPI1ILo17w,2001,a,medical procedure (other than COVID test),82,49,100
Ed_AMtyvreU,1274,a,medical procedure (other than COVID test),95,100,78
fmPTpwdHqa4,2814,a,medical procedure (other than COVID test),75,79,76
banner48,975,a,protest,79,100,100
banner14,1472,a,protest,78,100,100
banner53,2500,a,protest,81,100,100
banner65,2448,a,protest,4,2,10
banner37,26792,a,protest,85,100,7
banner29,6844,a,protest,67,63,100
DVA0Np9bIO4,1269,a,birthday party,49,49,1
5zpgg8lQchg,1700,a,birthday party,51,40,1
HzediMWGPVA,1260,a,birthday party,82,84,100
9XG1AtbVPt4,288,a,birthday party,92,87,100
7wgDnx9iQfY,2940,a,birthday party,6,23,2
CTogUTHyO9M,968,a,birthday party,59,72,4
EpjD9mgeEfA,2490,a,parade,69,91,100
ZKmoKvXeyBc,520,a,parade,96,100,100
ygOY3PDSpfM,864,a,parade,48,100,100
tS3U1j-YFLw,1598,a,parade,3,5,2
x9l_yFj3F6U,616,a,parade,91,100,100
bM6Dy1O13GU,876,a,parade,50,35,0
banner64,680,a,protest,89,100,100
banner47,2280,a,protest,46,100,99
banner44,1782,a,protest,61,100,100
banner33,7112,a,protest,91,100,100
banner66,216,a,protest,83,100,100
banner50,504,a,protest,87,100,100
DeQc9JcUhMA,648,a,birthday party,26,41,2
_UkzUg-UIHQ,228,a,birthday party,66,79,100
FexAG0oxtDw,238,a,birthday party,71,87,0
8OsoUWsNHiQ,4193,a,birthday party,64,87,100
FtnGrI4k2v4,154,a,birthday party,57,53,100
CTogUTHyO9M,3025,a,birthday party,21,31,2
banner50,700,a,protest,58,63,91
banner57,1312,a,protest,76,100,94
banner48,624,a,protest,87,100,91
banner10,18,a,protest,78,100,93
banner19,884,a,protest,72,100,75
banner54,414,a,protest,39,100,88
cMyKA8oVgdQ,2340,a,parade,7,0,13
6JIdatdtxC4,0,a,parade,5,1,3
WYF7OP9wBiU,1331,a,parade,6,81,88
lumus1QxrPY,1100,a,parade,74,100,67
6rQAzqQO83E,0,a,parade,3,1,15
WQr71I7FIWc,0,a,parade,5,27,100
banner22,864,a,protest,84,100,100
banner33,2032,a,protest,88,100,100
banner21,3150,a,protest,47,51,100
banner34,7392,a,protest,80,100,55
banner35,385,a,protest,81,100,99
banner55,1674,a,protest,56,69,3
pfHGzc3-9B0,1755,a,parade,48,53,38
RjyFJj1K9gU,1920,a,parade,88,100,100
6JIdatdtxC4,1694,a,parade,62,65,100
tS3U1j-YFLw,1504,a,parade,48,23,31
R9-GPHlze48,2170,a,parade,92,87,100
ZKmoKvXeyBc,910,a,parade,89,100,100
gfDWSjftuA0,2300,a,wedding,56,100,19
dWZ9Iv7tPKk,7100,a,wedding,97,100,100
EMoFeXZpJyg,1728,a,wedding,4,10,6
31U5E5xbm9Y,10659,a,wedding,95,100,100
aFJ7U95QQx4,852,a,wedding,58,75,27
COiFSitg930,1748,a,wedding,26,43,48
eqhAaAOrw6I,903,a,birthday party,87,100,100
fxzxifJEE_8,363,a,birthday party,95,100,100
eISbZutaed8,278,a,birthday party,8,16,0
GXZK7aGNpUw,2385,a,birthday party,63,50,1
H0IGc2sVXDg,0,a,birthday party,84,76,98
fsucWkxGVE4,2565,a,birthday party,72,72,85
BH3ZaaxgPuw,1872,a,medical procedure (other than COVID test),5,1,91
"""-BCDM4i3Cho""",2112,a,medical procedure (other than COVID test),96,100,44
3rVj5ziqKUg,452,a,medical procedure (other than COVID test),4,22,11
dOkNrT6qqSU,304,a,medical procedure (other than COVID test),75,48,95
5TahRMklod8,804,a,medical procedure (other than COVID test),8,16,99
Fj5R_U2TaPk,1752,a,medical procedure (other than COVID test),17,29,10
cNtI9QczpnA,4920,a,birthday party,53,52,4
16IndzFp8HQ,31042,a,birthday party,79,69,100
fzguPxHw7FQ,7854,a,birthday party,24,59,11
gNlCq00gItY,1092,a,birthday party,46,43,12
HpLQCPkGLhs,3627,a,birthday party,82,57,86
fgLxUND-dvQ,917,a,birthday party,80,100,100
cMyKA8oVgdQ,3510,a,parade,4,25,3
ygOY3PDSpfM,216,a,parade,96,100,100
NOGQ3tzoXE8,1980,a,parade,76,11,19
bM6Dy1O13GU,73,a,parade,9,70,22
i9Y6mLjjT-4,1738,a,parade,94,100,100
ujwTA68t3qI,2232,a,parade,4,5,4
U1mlCwQkNsE,2975,a,COVID test,5,83,59
9tsujxIvqw4,1035,a,COVID test,5,82,3
Sc3GnZFDstw,1575,a,COVID test,67,85,100
olqe6KS5FmM,100,a,COVID test,9,26,13
n0-ZA-bUF_o,3210,a,COVID test,10,18,17
tB3ScSis4ZI,3317,a,COVID test,87,77,6
"""-jmFL0i8_ZU""",1425,a,parade,57,69,8
R9-GPHlze48,2310,a,parade,89,79,98
QbC6dLG_dQY,1377,a,parade,97,94,100
wjgtyMM2MYs,2175,a,parade,21,47,9
NOGQ3tzoXE8,3465,a,parade,50,52,7
lumus1QxrPY,1430,a,parade,69,71,6
zMqfwJmtRKs,3993,a,parade,32,49,6
nUJVF25soJA,2324,a,parade,29,52,8
RjyFJj1K9gU,640,a,parade,95,100,100
UXEKw2QFUa4,1024,a,parade,95,100,91
x9l_yFj3F6U,1771,a,parade,78,78,100
pLaAp_O1eFo,2448,a,parade,97,100,99
_VOXeUDJf9I,1600,a,medical procedure (other than COVID test),7,35,100
eVBD7TQLS-E,4200,a,medical procedure (other than COVID test),4,50,23
eFTcf7SovK4,300,a,medical procedure (other than COVID test),5,23,9
BH3ZaaxgPuw,156,a,medical procedure (other than COVID test),79,50,97
ddzVJ4T1qhs,4495,a,medical procedure (other than COVID test),21,46,15
6x4ZgoAwyQo,2080,a,medical procedure (other than COVID test),87,100,100
cNoOzS2HZ5k,2360,a,wedding,0,37,47
3-sFLOcz_1I,6583,a,wedding,73,61,68
Bp8t824h5NE,22264,a,wedding,100,96,100
dWZ9Iv7tPKk,4615,a,wedding,29,53,54
7NSDVV0g-Eo,71,a,wedding,99,77,74
dI6S2OZBY4E,436,a,wedding,65,4,78
HzediMWGPVA,1050,a,birthday party,83,100,100
2DFAQAGZEAs,2184,a,birthday party,87,95,100
GUXGq5NlBOQ,2669,a,birthday party,91,100,100
7d8gP_PZMjc,224,a,birthday party,88,100,39
G7Qs8ewt8B4,1800,a,birthday party,62,88,100
46aBbmgwhi8,0,a,birthday party,7,48,2
97tDHvp036s,1180,a,parade,5,36,9
Mvz1Eva2TPU,1675,a,parade,94,100,100
QELVDv9vhIE,69,a,parade,95,100,99
s7wWKYGtO6U,1456,a,parade,83,57,100
Mwq_a5R-iLY,106,a,parade,7,47,57
EpjD9mgeEfA,1909,a,parade,74,48,97
Sc3GnZFDstw,1995,a,COVID test,95,100,100
MEiGp8pIuXM,104,a,COVID test,50,78,8
Ns4Ml5sPGSo,0,a,COVID test,4,0,7
tB3ScSis4ZI,1284,a,COVID test,4,66,18
KIShK9Z4lWQ,2240,a,COVID test,91,100,100
mSbitxEwU2M,2590,a,COVID test,4,3,8
PAfdeTlwa7s,920,a,medical procedure (other than COVID test),4,50,22
PeQhZpfuEx0,3074,a,medical procedure (other than COVID test),2,16,10
cIuGwaBFX8I,1290,a,medical procedure (other than COVID test),63,76,21
ckwUrjccl1U,636,a,medical procedure (other than COVID test),48,50,100
"""-BCDM4i3Cho""",132,a,medical procedure (other than COVID test),3,0,9
yxiLs_lXrV4,2610,a,medical procedure (other than COVID test),90,82,100
AAtnZ6mv38k,710,a,parade,4,20,2
lumus1QxrPY,1705,a,parade,82,85,92
"""-jmFL0i8_ZU""",2025,a,parade,53,50,3
XwGJJR07cp4,3683,a,parade,91,100,100
fNu-RiZEhqk,4716,a,parade,95,100,97
rIcQ4Knm0Ks,1430,a,parade,95,100,99
banner67,1036,a,protest,78,100,100
banner65,952,a,protest,88,100,97
banner36,11284,a,protest,8,13,2
banner45,3927,a,protest,19,52,1
banner23,1188,a,protest,81,100,99
banner02,3135,a,protest,70,77,98
ERna-mPqw8M,208,a,birthday party,54,63,100
_UkzUg-UIHQ,627,a,birthday party,72,76,17
cBr1FeeNtFg,0,a,birthday party,97,83,100
a4XhrObLzkM,1855,a,birthday party,52,77,100
fwpYnUDbusw,7579,a,birthday party,5,20,1
gl_ulT-BbLw,30525,a,birthday party,96,100,100
AxlDl0L8zt8,170,a,wedding,19,72,5
EMoFeXZpJyg,768,a,wedding,3,72,69
31U5E5xbm9Y,8415,a,wedding,100,100,100
0n3gVXmbG-I,39630,a,wedding,100,100,100
8uZD12Hi0h0,1456,a,wedding,6,14,39
byhX5cDBYxA,0,a,wedding,3,1,3
LCW07ojT-Ak,1806,a,COVID test,4,38,4
7oQKaOzzXyc,2312,a,COVID test,94,100,8
utcuUvRYxfI,1854,a,COVID test,94,100,100
DEiapWRTPIU,2828,a,COVID test,9,88,24
olqe6KS5FmM,3600,a,COVID test,4,1,15
CbX_cJxEsG8,400,a,COVID test,28,4,54
banner13,4320,a,protest,70,100,100
banner37,16548,a,protest,81,100,92
banner64,0,a,protest,90,100,83
banner49,1254,a,protest,91,100,78
banner19,1456,a,protest,92,100,78
banner27,3108,a,protest,94,100,74
CtZpSbLwLUM,2500,a,medical procedure (other than COVID test),59,22,100
DST89EJIPzI,3570,a,medical procedure (other than COVID test),88,99,100
ckwUrjccl1U,159,a,medical procedure (other than COVID test),94,100,100
uAotk8E_0tM,1720,a,medical procedure (other than COVID test),75,100,100
BH3ZaaxgPuw,0,a,medical procedure (other than COVID test),3,1,2
co8sDzBuUqI,5214,a,medical procedure (other than COVID test),30,17,0
FtnGrI4k2v4,564,a,birthday party,80,100,100
HpLQCPkGLhs,3042,a,birthday party,5,1,1
_UkzUg-UIHQ,437,a,birthday party,63,100,99
ERna-mPqw8M,8,a,birthday party,34,57,100
-5VIQPJ8YOA,190,a,birthday party,65,86,100
fwpYnUDbusw,11660,a,birthday party,32,34,3
wI5APoy7LWU,960,a,COVID test,37,33,21
M59JDLlmFWY,96,a,COVID test,83,100,99
utcuUvRYxfI,515,a,COVID test,5,28,6
o9IYeMJG6rc,1860,a,COVID test,5,27,44
nfV3pWn3rIA,957,a,COVID test,3,0,0
Ns4Ml5sPGSo,894,a,COVID test,6,21,0
fxzxifJEE_8,165,a,birthday party,67,86,100
gl_ulT-BbLw,12025,a,birthday party,57,82,12
19yKVDPGNv0,3888,a,birthday party,81,100,100
_amwPjAcoC8,12209,a,birthday party,26,73,0
HpLQCPkGLhs,4095,a,birthday party,33,59,0
7wgDnx9iQfY,1680,a,birthday party,82,89,100
2q0s_YRLAps,26829,a,birthday party,18,31,9
4z4FuYhnakQ,1596,a,birthday party,7,37,5
7wgDnx9iQfY,2520,a,birthday party,88,88,100
b9fnQSJOXDA,1302,a,birthday party,86,100,100
DwxxLHvp1ho,2304,a,birthday party,84,100,97
8OsoUWsNHiQ,0,a,birthday party,7,53,10
nfV3pWn3rIA,2436,a,COVID test,28,73,100
5j33uNevAKw,848,a,COVID test,5,55,18
Kk3TM-AtRcM,1428,a,COVID test,3,8,42
nnqZqPuPQ7E,1425,a,COVID test,78,66,4
Ns4Ml5sPGSo,2086,a,COVID test,5,14,11
tB3ScSis4ZI,3103,a,COVID test,63,73,2
gtYImU6ELks,4012,a,COVID test,5,44,96
oh0gHw8JCRk,624,a,COVID test,5,12,11
Kk3TM-AtRcM,672,a,COVID test,3,8,20
M59JDLlmFWY,960,a,COVID test,75,94,5
nnqZqPuPQ7E,950,a,COVID test,31,73,23
U4c8adLgEd0,1155,a,COVID test,3,88,15
UM4oYR0bNNU,0,a,parade,62,84,4
yFHY9bLtDaQ,3672,a,parade,4,2,0
eYWFkMZhvEo,1245,a,parade,20,81,0
QbC6dLG_dQY,1734,a,parade,93,79,100
fNu-RiZEhqk,0,a,parade,4,1,1
MFE_P_eVKZI,994,a,parade,96,71,100
5zpgg8lQchg,255,a,birthday party,5,9,2
7d8gP_PZMjc,88,a,birthday party,70,77,100
8OsoUWsNHiQ,10782,a,birthday party,60,77,4
eISbZutaed8,3336,a,birthday party,47,67,26
16IndzFp8HQ,6391,a,birthday party,74,74,97
cBr1FeeNtFg,25620,a,birthday party,56,71,6
Ns4Ml5sPGSo,3576,a,COVID test,95,100,100
AAFG_UAyTt0,1010,a,COVID test,12,79,95
DSrWjVyxEeg,2380,a,COVID test,3,25,5
5j33uNevAKw,1590,a,COVID test,3,13,7
olqe6KS5FmM,2000,a,COVID test,5,25,15
Sc3GnZFDstw,1050,a,COVID test,13,75,91
aMk0WhTsBIE,3456,a,wedding,97,88,71
ATAYjBsD7_8,2387,a,wedding,91,100,96
Gyt7uyHxJfo,0,a,wedding,94,83,43
aJOeRUlrmoQ,2775,a,wedding,80,100,41
4qpTg5E1Xok,931,a,wedding,85,100,94
fbY7HoJgtMQ,501,a,wedding,13,4,7
banner32,13563,a,protest,46,100,100
banner14,1536,a,protest,79,100,77
banner63,4117,a,protest,88,100,95
banner67,4144,a,protest,65,100,93
banner13,2592,a,protest,33,100,91
banner36,4004,a,protest,36,11,80
oh0gHw8JCRk,2808,a,COVID test,6,20,4
gtYImU6ELks,0,a,COVID test,5,1,0
DSrWjVyxEeg,1400,a,COVID test,96,100,100
HLIcL6FZ_8M,623,a,COVID test,5,57,20
Iu5Zn5dF50M,77,a,COVID test,4,24,9
5j33uNevAKw,2862,a,COVID test,5,0,0
5zpgg8lQchg,850,a,birthday party,1,35,44
fzguPxHw7FQ,4851,a,birthday party,50,71,100
fsucWkxGVE4,9234,a,birthday party,63,73,99
7d8gP_PZMjc,264,a,birthday party,41,76,100
ERna-mPqw8M,224,a,birthday party,2,50,100
eYGGZV-JqvI,636,a,birthday party,1,3,1
_UkzUg-UIHQ,114,a,birthday party,50,77,20
4z4FuYhnakQ,1824,a,birthday party,28,56,100
fgLxUND-dvQ,3406,a,birthday party,35,80,97
GXZK7aGNpUw,159,a,birthday party,43,85,36
-5VIQPJ8YOA,5700,a,birthday party,6,63,47
DVA0Np9bIO4,3525,a,birthday party,88,100,100
LyPzt5BhIEU,816,a,parade,75,100,0
yKOfh_rc7HY,384,a,parade,77,100,0
rIcQ4Knm0Ks,440,a,parade,95,100,100
"""-jmFL0i8_ZU""",2625,a,parade,64,100,100
zMqfwJmtRKs,3025,a,parade,6,52,13
t9uDYv8y93g,0,a,parade,4,1,2
YWcPcm7tgIw,150,a,parade,71,65,100
Mvz1Eva2TPU,67,a,parade,93,90,8
2pp33MkzdFI,188,a,parade,53,39,100
MFE_P_eVKZI,852,a,parade,48,44,70
pOCLZsJLu00,2820,a,parade,89,100,100
yKOfh_rc7HY,960,a,parade,13,15,4
aMk0WhTsBIE,1792,a,wedding,64,73,8
g2w7Yu4hMYE,4680,a,wedding,87,82,100
9UdFlj9077A,5420,a,wedding,94,100,100
Ayq48hGW07M,323,a,wedding,97,100,85
HGEDhnHIBio,1397,a,wedding,96,100,100
_rIeDARnet0,776,a,wedding,91,100,100
HpLQCPkGLhs,1872,a,birthday party,31,79,92
-5VIQPJ8YOA,3990,a,birthday party,90,90,100
eqhAaAOrw6I,129,a,birthday party,5,3,7
b9fnQSJOXDA,6727,a,birthday party,84,100,100
CTogUTHyO9M,726,a,birthday party,15,28,9
FtnGrI4k2v4,311,a,birthday party,6,54,100
fgLxUND-dvQ,393,a,birthday party,59,87,100
cNtI9QczpnA,4100,a,birthday party,38,69,30
a4XhrObLzkM,8162,a,birthday party,84,100,98
GUXGq5NlBOQ,5338,a,birthday party,36,41,10
DVA0Np9bIO4,2679,a,birthday party,91,100,100
HzediMWGPVA,294,a,birthday party,81,100,100
CtZpSbLwLUM,125,a,medical procedure (other than COVID test),5,26,10
co8sDzBuUqI,4266,a,medical procedure (other than COVID test),91,100,100
Fj5R_U2TaPk,2044,a,medical procedure (other than COVID test),6,3,0
5TahRMklod8,402,a,medical procedure (other than COVID test),3,1,3
f_uM1i53Y-s,108,a,medical procedure (other than COVID test),3,12,7
uAotk8E_0tM,946,a,medical procedure (other than COVID test),5,100,92
HzediMWGPVA,588,a,birthday party,71,90,100
5NyDtpFnEHA,7208,a,birthday party,41,64,13
2DFAQAGZEAs,4368,a,birthday party,9,55,23
-5VIQPJ8YOA,6460,a,birthday party,83,86,89
46aBbmgwhi8,805,a,birthday party,84,90,100
fxzxifJEE_8,22,a,birthday party,76,93,100
co8sDzBuUqI,948,a,medical procedure (other than COVID test),5,47,33
uAotk8E_0tM,86,a,medical procedure (other than COVID test),4,19,15
cIuGwaBFX8I,473,a,medical procedure (other than COVID test),20,53,100
dOkNrT6qqSU,1188,a,medical procedure (other than COVID test),7,10,53
cIhak7--M8Q,3900,a,medical procedure (other than COVID test),24,67,100
kU3Euj7-xVM,1116,a,medical procedure (other than COVID test),8,16,0
bM6Dy1O13GU,511,a,parade,75,56,21
XhkSoXQj9T8,50,a,parade,98,80,100
s10ko_TdA_8,2592,a,parade,98,100,100
EpjD9mgeEfA,166,a,parade,95,83,100
zMqfwJmtRKs,4356,a,parade,10,54,5
2pp33MkzdFI,2162,a,parade,5,8,8
W8dq1uH9V5o,885,a,parade,93,25,24
R9-GPHlze48,1680,a,parade,100,89,100
pfHGzc3-9B0,3780,a,parade,33,23,16
ujwTA68t3qI,1302,a,parade,69,93,48
x9l_yFj3F6U,308,a,parade,89,94,52
WQr71I7FIWc,1820,a,parade,100,93,100
s7wWKYGtO6U,3360,a,parade,59,56,100
"""-jmFL0i8_ZU""",450,a,parade,39,100,7
eYWFkMZhvEo,2573,a,parade,76,100,49
XwGJJR07cp4,2921,a,parade,81,100,100
wjgtyMM2MYs,1650,a,parade,2,4,14
x9l_yFj3F6U,154,a,parade,5,65,6
cBr1FeeNtFg,26901,a,birthday party,56,88,91
8OsoUWsNHiQ,17371,a,birthday party,67,53,97
G7Qs8ewt8B4,6200,a,birthday party,76,84,94
FexAG0oxtDw,510,a,birthday party,88,100,100
gNlCq00gItY,6370,a,birthday party,4,2,2
eYGGZV-JqvI,3074,a,birthday party,3,0,2
R-ekIKPVPLU,1891,a,medical procedure (other than COVID test),66,100,99
cIuGwaBFX8I,43,a,medical procedure (other than COVID test),4,58,0
Ed_AMtyvreU,1176,a,medical procedure (other than COVID test),97,100,98
kU3Euj7-xVM,2511,a,medical procedure (other than COVID test),6,64,66
4mPI1ILo17w,2262,a,medical procedure (other than COVID test),42,64,3
34W38Agu0jg,462,a,medical procedure (other than COVID test),30,69,94
BH3ZaaxgPuw,1664,a,medical procedure (other than COVID test),59,51,100
_E4w1_WoqEc,1332,a,medical procedure (other than COVID test),3,27,0
bUsRnkh7yk4,0,a,medical procedure (other than COVID test),2,1,0
_n5aQixPJkg,2080,a,medical procedure (other than COVID test),66,72,94
5TahRMklod8,4422,a,medical procedure (other than COVID test),76,100,94
4mPI1ILo17w,3045,a,medical procedure (other than COVID test),3,3,2
banner36,12376,a,protest,36,13,95
banner64,2295,a,protest,81,100,100
banner54,598,a,protest,71,100,96
banner47,3876,a,protest,68,77,100
banner31,2862,a,protest,81,100,100
banner48,78,a,protest,71,53,98
_SnhR6gkBpQ,1629,a,medical procedure (other than COVID test),85,93,100
DWyUaFsyd-g,624,a,medical procedure (other than COVID test),13,7,54
f6HtqolhKqo,4725,a,medical procedure (other than COVID test),13,68,100
Ed_AMtyvreU,2646,a,medical procedure (other than COVID test),0,5,27
0mzkqSEk-tw,1270,a,medical procedure (other than COVID test),0,3,0
bGElL___Dz0,416,a,medical procedure (other than COVID test),1,10,13
M59JDLlmFWY,528,a,COVID test,28,100,99
AAFG_UAyTt0,707,a,COVID test,5,82,59
14mRmD8zHOk,0,a,COVID test,3,2,0
wI5APoy7LWU,2496,a,COVID test,18,50,2
U4c8adLgEd0,630,a,COVID test,5,29,3
"""-lcdWy3VPOs""",3564,a,COVID test,88,66,77
4gRjBTFH4mM,805,a,medical procedure (other than COVID test),59,100,100
5TahRMklod8,2010,a,medical procedure (other than COVID test),83,100,37
79zs_gX2y5Q,4998,a,medical procedure (other than COVID test),11,0,71
PAfdeTlwa7s,3680,a,medical procedure (other than COVID test),31,78,64
bGElL___Dz0,256,a,medical procedure (other than COVID test),4,17,5
CtZpSbLwLUM,2750,a,medical procedure (other than COVID test),25,13,79
9UdFlj9077A,2710,a,wedding,96,100,100
ATAYjBsD7_8,2541,a,wedding,96,100,100
"""-El_iQ0i5Og""",5740,a,wedding,15,5,6
Ayq48hGW07M,493,a,wedding,94,100,99
fbY7HoJgtMQ,167,a,wedding,4,1,7
ef5c0izPTNg,4389,a,wedding,80,84,100
dWZ9Iv7tPKk,3195,a,wedding,59,79,100
AxlDl0L8zt8,510,a,wedding,38,18,1
aZFwRcv5--8,50820,a,wedding,96,100,100
aFJ7U95QQx4,4686,a,wedding,90,86,100
a5_W5FYH5A4,3220,a,wedding,50,68,20
BK_CKC5lw6I,2380,a,wedding,93,100,100
GXZK7aGNpUw,0,a,birthday party,4,1,3
fsucWkxGVE4,12312,a,birthday party,37,38,100
CTogUTHyO9M,2178,a,birthday party,58,69,10
gNlCq00gItY,3822,a,birthday party,80,75,8
fgLxUND-dvQ,1048,a,birthday party,70,79,100
H0IGc2sVXDg,8655,a,birthday party,85,90,70
gdcWcsQ_l_U,4050,a,birthday party,7,41,6
5zpgg8lQchg,2635,a,birthday party,82,100,100
2q0s_YRLAps,4878,a,birthday party,81,60,84
6fdzHKRMn6Q,1584,a,birthday party,48,42,8
GUXGq5NlBOQ,2198,a,birthday party,27,57,16
gAm5bIhCD2M,3745,a,birthday party,5,2,9
banner47,114,a,protest,85,100,71
banner10,174,a,protest,98,100,79
banner55,810,a,protest,100,100,84
banner39,459,a,protest,92,100,90
banner22,512,a,protest,89,100,83
banner36,1456,a,protest,7,52,8
pOCLZsJLu00,1974,a,parade,94,95,100
eYWFkMZhvEo,166,a,parade,98,95,3
cMyKA8oVgdQ,2210,a,parade,59,69,5
uf6jIXtHQ8c,204,a,parade,4,3,2
WQr71I7FIWc,1680,a,parade,94,100,100
97tDHvp036s,1003,a,parade,35,52,4
RvGDhjkZ_Gg,1537,a,COVID test,66,67,100
nZ5ARMIiQ4A,1485,a,COVID test,22,53,92
IV4fpTCAUUM,244,a,COVID test,10,46,69
KIShK9Z4lWQ,4200,a,COVID test,2,36,11
ec0gle7LF3A,900,a,COVID test,4,93,9
7oQKaOzzXyc,1496,a,COVID test,12,90,24
yETzf3GqEbs,2060,a,parade,38,69,63
Mvz1Eva2TPU,469,a,parade,35,100,0
QELVDv9vhIE,1449,a,parade,92,100,17
zMqfwJmtRKs,2057,a,parade,16,29,24
WYF7OP9wBiU,121,a,parade,48,85,29
RjyFJj1K9gU,400,a,parade,3,18,8
banner26,663,a,protest,68,100,69
banner18,2478,a,protest,91,100,49
banner34,6048,a,protest,92,100,83
banner33,5080,a,protest,83,100,90
banner08,114,a,protest,86,100,100
banner25,714,a,protest,20,100,0
H0IGc2sVXDg,19618,a,birthday party,10,24,4
5zpgg8lQchg,0,a,birthday party,9,8,6
b9fnQSJOXDA,217,a,birthday party,81,100,93
5NyDtpFnEHA,9752,a,birthday party,86,92,26
3l0XYe5kjs4,11774,a,birthday party,70,73,97
a4XhrObLzkM,11130,a,birthday party,81,83,93
banner21,2850,a,protest,67,100,71
banner34,2240,a,protest,83,100,89
banner26,1632,a,protest,67,100,99
